timestamp,country,energy_type,generation_MW
2022-01-06 13:00:00+00:00,Sweden,Hydro,10747.0
2022-01-06 13:00:00+00:00,Sweden,Solar,12.0
2022-01-06 13:00:00+00:00,Sweden,Wind,5066.0
2022-01-06 14:00:00+00:00,Sweden,Hydro,10764.0
2022-01-06 14:00:00+00:00,Sweden,Solar,1.0
2022-01-06 14:00:00+00:00,Sweden,Wind,5029.0
2022-01-06 15:00:00+00:00,Sweden,Hydro,10737.0
2022-01-06 15:00:00+00:00,Sweden,Solar,0.0
2022-01-06 15:00:00+00:00,Sweden,Wind,5141.0
2022-01-06 16:00:00+00:00,Sweden,Hydro,10770.0
2022-01-06 16:00:00+00:00,Sweden,Solar,0.0
2022-01-06 16:00:00+00:00,Sweden,Wind,5137.0
2022-01-06 17:00:00+00:00,Sweden,Hydro,10679.0
2022-01-06 17:00:00+00:00,Sweden,Solar,0.0
2022-01-06 17:00:00+00:00,Sweden,Wind,5115.0
2022-01-06 18:00:00+00:00,Sweden,Hydro,10690.0
2022-01-06 18:00:00+00:00,Sweden,Solar,0.0
2022-01-06 18:00:00+00:00,Sweden,Wind,5035.0
2022-01-06 19:00:00+00:00,Sweden,Hydro,10478.0
2022-01-06 19:00:00+00:00,Sweden,Solar,0.0
2022-01-06 19:00:00+00:00,Sweden,Wind,4904.0
2022-01-06 20:00:00+00:00,Sweden,Hydro,10293.0
2022-01-06 20:00:00+00:00,Sweden,Solar,0.0
2022-01-06 20:00:00+00:00,Sweden,Wind,4809.0
2022-01-06 21:00:00+00:00,Sweden,Hydro,10097.0
2022-01-06 21:00:00+00:00,Sweden,Solar,0.0
2022-01-06 21:00:00+00:00,Sweden,Wind,4544.0
2022-01-06 22:00:00+00:00,Sweden,Hydro,9858.0
2022-01-06 22:00:00+00:00,Sweden,Solar,0.0
2022-01-06 22:00:00+00:00,Sweden,Wind,4387.0
2022-01-06 23:00:00+00:00,Sweden,Hydro,8826.0
2022-01-06 23:00:00+00:00,Sweden,Solar,0.0
2022-01-06 23:00:00+00:00,Sweden,Wind,4046.0
2022-01-07 00:00:00+00:00,Sweden,Hydro,8671.0
2022-01-07 00:00:00+00:00,Sweden,Solar,0.0
2022-01-07 00:00:00+00:00,Sweden,Wind,3766.0
2022-01-07 01:00:00+00:00,Sweden,Hydro,8648.0
2022-01-07 01:00:00+00:00,Sweden,Solar,0.0
2022-01-07 01:00:00+00:00,Sweden,Wind,3436.0
2022-01-07 02:00:00+00:00,Sweden,Hydro,8726.0
2022-01-07 02:00:00+00:00,Sweden,Solar,0.0
2022-01-07 02:00:00+00:00,Sweden,Wind,3106.0
2022-01-07 03:00:00+00:00,Sweden,Hydro,9122.0
2022-01-07 03:00:00+00:00,Sweden,Solar,0.0
2022-01-07 03:00:00+00:00,Sweden,Wind,2961.0
2022-01-07 04:00:00+00:00,Sweden,Hydro,9372.0
2022-01-07 04:00:00+00:00,Sweden,Solar,0.0
2022-01-07 04:00:00+00:00,Sweden,Wind,2886.0
2022-01-07 05:00:00+00:00,Sweden,Hydro,10557.0
